Input arguments:
id               resnet50_ppm
arch_encoder     resnet50
arch_decoder     ppm
weights_encoder  
weights_decoder  
fc_dim           2048
list_train       /home/ky_aneur/cs230/code/cta-scripts/train_list.odgt
list_val         ./data/validation.odgt
root_dataset     /data2/yeom/ky_aneur/sah_png/train
num_gpus         2
batch_size_per_gpu 2
num_epoch        20
start_epoch      1
epoch_iters      500
optim            adam
lr_encoder       0.02
lr_decoder       0.02
lr_pow           0.9
beta1            0.9
weight_decay     0.0001
deep_sup_scale   0.4
fix_bn           0
num_class        2
workers          16
imgSize          [300, 375, 450, 525, 600]
imgMaxSize       1000
padding_constant 8
segm_downsampling_rate 8
random_flip      True
seed             304
ckpt             ./ckpt
disp_iter        20
Model ID: resnet50_ppm-resnet50-ppm-ngpus2-batchSize4-imgMaxSize1000-paddingConst8-segmDownsampleRate8-LR_encoder0.02-LR_decoder0.02-epoch20
# samples: 36560
1 Epoch = 500 iters
Epoch: [1][0/500], Time: 4.49, Data: 0.71, lr_encoder: 0.020000, lr_decoder: 0.020000, Accuracy: 42.73, IOU: 0.000395 Loss: 0.977586
Epoch: [13][160/500], Time: 0.64, Data: 0.05, lr_encoder: 0.008453, lr_decoder: 0.008453, Accuracy: 93.83, IOU: 0.006872 Loss: 0.072273
Epoch: [13][180/500], Time: 0.65, Data: 0.05, lr_encoder: 0.008414, lr_decoder: 0.008414, Accuracy: 93.91, IOU: 0.007029 Loss: 0.071197
Epoch: [13][200/500], Time: 0.65, Data: 0.05, lr_encoder: 0.008374, lr_decoder: 0.008374, Accuracy: 93.88, IOU: 0.007065 Loss: 0.070477
Epoch: [13][220/500], Time: 0.64, Data: 0.05, lr_encoder: 0.008334, lr_decoder: 0.008334, Accuracy: 93.93, IOU: 0.007179 Loss: 0.068527
Epoch: [13][240/500], Time: 0.64, Data: 0.05, lr_encoder: 0.008295, lr_decoder: 0.008295, Accuracy: 93.96, IOU: 0.007282 Loss: 0.068207
Epoch: [13][260/500], Time: 0.65, Data: 0.05, lr_encoder: 0.008255, lr_decoder: 0.008255, Accuracy: 93.95, IOU: 0.007375 Loss: 0.067589
Epoch: [13][280/500], Time: 0.65, Data: 0.05, lr_encoder: 0.008215, lr_decoder: 0.008215, Accuracy: 94.02, IOU: 0.007324 Loss: 0.067474
Epoch: [13][300/500], Time: 0.65, Data: 0.05, lr_encoder: 0.008176, lr_decoder: 0.008176, Accuracy: 94.11, IOU: 0.007485 Loss: 0.066893
Epoch: [13][320/500], Time: 0.64, Data: 0.05, lr_encoder: 0.008136, lr_decoder: 0.008136, Accuracy: 94.16, IOU: 0.007455 Loss: 0.067161
Epoch: [13][340/500], Time: 0.64, Data: 0.05, lr_encoder: 0.008096, lr_decoder: 0.008096, Accuracy: 94.19, IOU: 0.007401 Loss: 0.067650
Epoch: [13][360/500], Time: 0.65, Data: 0.05, lr_encoder: 0.008056, lr_decoder: 0.008056, Accuracy: 94.21, IOU: 0.007376 Loss: 0.067208
Epoch: [13][380/500], Time: 0.65, Data: 0.05, lr_encoder: 0.008016, lr_decoder: 0.008016, Accuracy: 94.22, IOU: 0.007433 Loss: 0.066520
Epoch: [13][400/500], Time: 0.65, Data: 0.05, lr_encoder: 0.007976, lr_decoder: 0.007976, Accuracy: 94.29, IOU: 0.007417 Loss: 0.066724
Epoch: [13][420/500], Time: 0.64, Data: 0.05, lr_encoder: 0.007937, lr_decoder: 0.007937, Accuracy: 94.32, IOU: 0.007374 Loss: 0.066955
Epoch: [13][440/500], Time: 0.64, Data: 0.05, lr_encoder: 0.007897, lr_decoder: 0.007897, Accuracy: 94.34, IOU: 0.007383 Loss: 0.068179
Epoch: [13][460/500], Time: 0.64, Data: 0.05, lr_encoder: 0.007857, lr_decoder: 0.007857, Accuracy: 94.31, IOU: 0.007321 Loss: 0.068670
Epoch: [13][480/500], Time: 0.64, Data: 0.05, lr_encoder: 0.007817, lr_decoder: 0.007817, Accuracy: 94.33, IOU: 0.007312 Loss: 0.068660
Saving checkpoints...
Epoch: [14][0/500], Time: 0.49, Data: 0.00, lr_encoder: 0.007777, lr_decoder: 0.007777, Accuracy: 94.78, IOU: 0.002336 Loss: 0.062671
Epoch: [14][20/500], Time: 0.60, Data: 0.04, lr_encoder: 0.007737, lr_decoder: 0.007737, Accuracy: 93.91, IOU: 0.008316 Loss: 0.069446
Epoch: [14][40/500], Time: 0.63, Data: 0.05, lr_encoder: 0.007697, lr_decoder: 0.007697, Accuracy: 94.19, IOU: 0.007513 Loss: 0.080942
Epoch: [14][60/500], Time: 0.63, Data: 0.05, lr_encoder: 0.007657, lr_decoder: 0.007657, Accuracy: 94.29, IOU: 0.007715 Loss: 0.082039
Epoch: [14][80/500], Time: 0.62, Data: 0.05, lr_encoder: 0.007617, lr_decoder: 0.007617, Accuracy: 94.24, IOU: 0.007679 Loss: 0.077596
Epoch: [14][100/500], Time: 0.62, Data: 0.05, lr_encoder: 0.007577, lr_decoder: 0.007577, Accuracy: 94.38, IOU: 0.007756 Loss: 0.071914
Epoch: [14][120/500], Time: 0.61, Data: 0.05, lr_encoder: 0.007537, lr_decoder: 0.007537, Accuracy: 94.44, IOU: 0.007755 Loss: 0.072485
Epoch: [14][140/500], Time: 0.61, Data: 0.05, lr_encoder: 0.007496, lr_decoder: 0.007496, Accuracy: 94.40, IOU: 0.007621 Loss: 0.072640
Epoch: [14][160/500], Time: 0.61, Data: 0.05, lr_encoder: 0.007456, lr_decoder: 0.007456, Accuracy: 94.43, IOU: 0.007933 Loss: 0.070620
Epoch: [14][180/500], Time: 0.62, Data: 0.05, lr_encoder: 0.007416, lr_decoder: 0.007416, Accuracy: 94.42, IOU: 0.007635 Loss: 0.070479
Epoch: [14][200/500], Time: 0.62, Data: 0.05, lr_encoder: 0.007376, lr_decoder: 0.007376, Accuracy: 94.45, IOU: 0.007714 Loss: 0.070190
Epoch: [14][220/500], Time: 0.62, Data: 0.05, lr_encoder: 0.007336, lr_decoder: 0.007336, Accuracy: 94.49, IOU: 0.007747 Loss: 0.069659
Epoch: [14][240/500], Time: 0.63, Data: 0.05, lr_encoder: 0.007295, lr_decoder: 0.007295, Accuracy: 94.51, IOU: 0.007742 Loss: 0.069843
Epoch: [14][260/500], Time: 0.63, Data: 0.05, lr_encoder: 0.007255, lr_decoder: 0.007255, Accuracy: 94.51, IOU: 0.007647 Loss: 0.070658
Epoch: [14][280/500], Time: 0.62, Data: 0.05, lr_encoder: 0.007215, lr_decoder: 0.007215, Accuracy: 94.51, IOU: 0.007577 Loss: 0.070311
Epoch: [14][300/500], Time: 0.62, Data: 0.05, lr_encoder: 0.007174, lr_decoder: 0.007174, Accuracy: 94.49, IOU: 0.007498 Loss: 0.070351
Epoch: [14][320/500], Time: 0.63, Data: 0.05, lr_encoder: 0.007134, lr_decoder: 0.007134, Accuracy: 94.50, IOU: 0.007366 Loss: 0.071114
Epoch: [14][340/500], Time: 0.63, Data: 0.05, lr_encoder: 0.007094, lr_decoder: 0.007094, Accuracy: 94.50, IOU: 0.007403 Loss: 0.071338
Epoch: [14][360/500], Time: 0.63, Data: 0.05, lr_encoder: 0.007053, lr_decoder: 0.007053, Accuracy: 94.48, IOU: 0.007321 Loss: 0.071643
Epoch: [14][380/500], Time: 0.63, Data: 0.05, lr_encoder: 0.007013, lr_decoder: 0.007013, Accuracy: 94.50, IOU: 0.007274 Loss: 0.071519
Epoch: [14][400/500], Time: 0.63, Data: 0.05, lr_encoder: 0.006972, lr_decoder: 0.006972, Accuracy: 94.53, IOU: 0.007305 Loss: 0.071220
Epoch: [14][420/500], Time: 0.63, Data: 0.05, lr_encoder: 0.006932, lr_decoder: 0.006932, Accuracy: 94.52, IOU: 0.007444 Loss: 0.070081
Epoch: [14][440/500], Time: 0.63, Data: 0.05, lr_encoder: 0.006891, lr_decoder: 0.006891, Accuracy: 94.52, IOU: 0.007539 Loss: 0.069440
Epoch: [14][460/500], Time: 0.63, Data: 0.05, lr_encoder: 0.006851, lr_decoder: 0.006851, Accuracy: 94.55, IOU: 0.007567 Loss: 0.068888
Epoch: [14][480/500], Time: 0.63, Data: 0.05, lr_encoder: 0.006810, lr_decoder: 0.006810, Accuracy: 94.53, IOU: 0.007648 Loss: 0.067790
Saving checkpoints...
Epoch: [15][0/500], Time: 0.51, Data: 0.00, lr_encoder: 0.006770, lr_decoder: 0.006770, Accuracy: 97.53, IOU: 0.000000 Loss: 0.065539
Epoch: [15][20/500], Time: 0.67, Data: 0.05, lr_encoder: 0.006729, lr_decoder: 0.006729, Accuracy: 94.97, IOU: 0.010329 Loss: 0.054138
Epoch: [15][40/500], Time: 0.63, Data: 0.05, lr_encoder: 0.006688, lr_decoder: 0.006688, Accuracy: 94.92, IOU: 0.008843 Loss: 0.051827
Epoch: [15][60/500], Time: 0.62, Data: 0.05, lr_encoder: 0.006648, lr_decoder: 0.006648, Accuracy: 94.84, IOU: 0.007860 Loss: 0.052962
Epoch: [15][80/500], Time: 0.64, Data: 0.05, lr_encoder: 0.006607, lr_decoder: 0.006607, Accuracy: 95.05, IOU: 0.007627 Loss: 0.062559
Epoch: [15][100/500], Time: 0.64, Data: 0.05, lr_encoder: 0.006566, lr_decoder: 0.006566, Accuracy: 95.17, IOU: 0.008116 Loss: 0.064809
Epoch: [15][120/500], Time: 0.64, Data: 0.05, lr_encoder: 0.006526, lr_decoder: 0.006526, Accuracy: 95.08, IOU: 0.007829 Loss: 0.067982
Epoch: [15][140/500], Time: 0.64, Data: 0.05, lr_encoder: 0.006485, lr_decoder: 0.006485, Accuracy: 95.04, IOU: 0.007828 Loss: 0.066939
Epoch: [15][160/500], Time: 0.63, Data: 0.05, lr_encoder: 0.006444, lr_decoder: 0.006444, Accuracy: 94.99, IOU: 0.007911 Loss: 0.064795
Epoch: [15][180/500], Time: 0.64, Data: 0.05, lr_encoder: 0.006403, lr_decoder: 0.006403, Accuracy: 94.99, IOU: 0.008233 Loss: 0.063211
Epoch: [15][200/500], Time: 0.64, Data: 0.05, lr_encoder: 0.006362, lr_decoder: 0.006362, Accuracy: 94.94, IOU: 0.008040 Loss: 0.063032
Epoch: [15][220/500], Time: 0.64, Data: 0.05, lr_encoder: 0.006321, lr_decoder: 0.006321, Accuracy: 94.94, IOU: 0.008136 Loss: 0.061359
Epoch: [15][240/500], Time: 0.64, Data: 0.05, lr_encoder: 0.006280, lr_decoder: 0.006280, Accuracy: 94.92, IOU: 0.008258 Loss: 0.060557
Epoch: [15][260/500], Time: 0.64, Data: 0.05, lr_encoder: 0.006239, lr_decoder: 0.006239, Accuracy: 94.89, IOU: 0.008109 Loss: 0.062280
Epoch: [15][280/500], Time: 0.64, Data: 0.05, lr_encoder: 0.006198, lr_decoder: 0.006198, Accuracy: 94.84, IOU: 0.008022 Loss: 0.065643
Epoch: [15][300/500], Time: 0.64, Data: 0.05, lr_encoder: 0.006157, lr_decoder: 0.006157, Accuracy: 94.80, IOU: 0.007970 Loss: 0.066180
Epoch: [15][320/500], Time: 0.64, Data: 0.05, lr_encoder: 0.006116, lr_decoder: 0.006116, Accuracy: 94.77, IOU: 0.007916 Loss: 0.065280
Epoch: [15][340/500], Time: 0.64, Data: 0.05, lr_encoder: 0.006075, lr_decoder: 0.006075, Accuracy: 94.77, IOU: 0.007855 Loss: 0.064847
Epoch: [15][360/500], Time: 0.64, Data: 0.05, lr_encoder: 0.006034, lr_decoder: 0.006034, Accuracy: 94.79, IOU: 0.007800 Loss: 0.064598
Epoch: [15][380/500], Time: 0.64, Data: 0.05, lr_encoder: 0.005993, lr_decoder: 0.005993, Accuracy: 94.81, IOU: 0.007840 Loss: 0.064942
Epoch: [15][400/500], Time: 0.65, Data: 0.05, lr_encoder: 0.005952, lr_decoder: 0.005952, Accuracy: 94.81, IOU: 0.007904 Loss: 0.064771
Epoch: [15][420/500], Time: 0.64, Data: 0.05, lr_encoder: 0.005911, lr_decoder: 0.005911, Accuracy: 94.83, IOU: 0.007919 Loss: 0.064836
Epoch: [15][440/500], Time: 0.64, Data: 0.05, lr_encoder: 0.005869, lr_decoder: 0.005869, Accuracy: 94.84, IOU: 0.007994 Loss: 0.063924
Epoch: [15][460/500], Time: 0.64, Data: 0.05, lr_encoder: 0.005828, lr_decoder: 0.005828, Accuracy: 94.87, IOU: 0.008011 Loss: 0.063568
Epoch: [15][480/500], Time: 0.64, Data: 0.05, lr_encoder: 0.005787, lr_decoder: 0.005787, Accuracy: 94.88, IOU: 0.007977 Loss: 0.063415
Saving checkpoints...
Epoch: [16][0/500], Time: 0.61, Data: 0.00, lr_encoder: 0.005746, lr_decoder: 0.005746, Accuracy: 95.66, IOU: 0.008442 Loss: 0.033848
Epoch: [16][20/500], Time: 0.66, Data: 0.05, lr_encoder: 0.005704, lr_decoder: 0.005704, Accuracy: 95.04, IOU: 0.006982 Loss: 0.073643
Epoch: [16][40/500], Time: 0.64, Data: 0.05, lr_encoder: 0.005663, lr_decoder: 0.005663, Accuracy: 95.30, IOU: 0.007933 Loss: 0.063595
Epoch: [16][60/500], Time: 0.63, Data: 0.05, lr_encoder: 0.005621, lr_decoder: 0.005621, Accuracy: 95.45, IOU: 0.007500 Loss: 0.063984
Epoch: [16][80/500], Time: 0.64, Data: 0.05, lr_encoder: 0.005580, lr_decoder: 0.005580, Accuracy: 95.63, IOU: 0.007514 Loss: 0.066120
Epoch: [16][100/500], Time: 0.64, Data: 0.05, lr_encoder: 0.005538, lr_decoder: 0.005538, Accuracy: 95.46, IOU: 0.007581 Loss: 0.064704
Epoch: [16][120/500], Time: 0.65, Data: 0.05, lr_encoder: 0.005497, lr_decoder: 0.005497, Accuracy: 95.28, IOU: 0.007330 Loss: 0.065041
Epoch: [16][140/500], Time: 0.64, Data: 0.05, lr_encoder: 0.005455, lr_decoder: 0.005455, Accuracy: 95.23, IOU: 0.007262 Loss: 0.064486
Epoch: [16][160/500], Time: 0.63, Data: 0.05, lr_encoder: 0.005414, lr_decoder: 0.005414, Accuracy: 95.22, IOU: 0.007308 Loss: 0.068095
Epoch: [16][180/500], Time: 0.63, Data: 0.05, lr_encoder: 0.005372, lr_decoder: 0.005372, Accuracy: 95.15, IOU: 0.007391 Loss: 0.066750
Epoch: [16][200/500], Time: 0.62, Data: 0.05, lr_encoder: 0.005330, lr_decoder: 0.005330, Accuracy: 95.01, IOU: 0.007444 Loss: 0.066169
Epoch: [16][220/500], Time: 0.62, Data: 0.05, lr_encoder: 0.005289, lr_decoder: 0.005289, Accuracy: 94.98, IOU: 0.007323 Loss: 0.066161
Epoch: [16][240/500], Time: 0.62, Data: 0.05, lr_encoder: 0.005247, lr_decoder: 0.005247, Accuracy: 94.94, IOU: 0.007414 Loss: 0.065160
Epoch: [16][260/500], Time: 0.63, Data: 0.05, lr_encoder: 0.005205, lr_decoder: 0.005205, Accuracy: 94.96, IOU: 0.007299 Loss: 0.065683
Epoch: [16][280/500], Time: 0.63, Data: 0.05, lr_encoder: 0.005163, lr_decoder: 0.005163, Accuracy: 95.01, IOU: 0.007387 Loss: 0.064502
Epoch: [16][300/500], Time: 0.63, Data: 0.05, lr_encoder: 0.005121, lr_decoder: 0.005121, Accuracy: 95.00, IOU: 0.007381 Loss: 0.064577
Epoch: [16][320/500], Time: 0.63, Data: 0.05, lr_encoder: 0.005079, lr_decoder: 0.005079, Accuracy: 95.01, IOU: 0.007305 Loss: 0.064600
Epoch: [16][340/500], Time: 0.63, Data: 0.05, lr_encoder: 0.005038, lr_decoder: 0.005038, Accuracy: 95.05, IOU: 0.007255 Loss: 0.064365
Epoch: [16][360/500], Time: 0.63, Data: 0.05, lr_encoder: 0.004996, lr_decoder: 0.004996, Accuracy: 95.04, IOU: 0.007469 Loss: 0.063537
Epoch: [16][380/500], Time: 0.63, Data: 0.05, lr_encoder: 0.004954, lr_decoder: 0.004954, Accuracy: 95.01, IOU: 0.007444 Loss: 0.063689
Epoch: [16][400/500], Time: 0.64, Data: 0.05, lr_encoder: 0.004911, lr_decoder: 0.004911, Accuracy: 95.01, IOU: 0.007354 Loss: 0.064090
Epoch: [16][420/500], Time: 0.63, Data: 0.05, lr_encoder: 0.004869, lr_decoder: 0.004869, Accuracy: 95.05, IOU: 0.007349 Loss: 0.063228
Epoch: [16][440/500], Time: 0.63, Data: 0.05, lr_encoder: 0.004827, lr_decoder: 0.004827, Accuracy: 95.06, IOU: 0.007492 Loss: 0.062932
Epoch: [16][460/500], Time: 0.63, Data: 0.05, lr_encoder: 0.004785, lr_decoder: 0.004785, Accuracy: 95.01, IOU: 0.007517 Loss: 0.062685
Epoch: [16][480/500], Time: 0.63, Data: 0.05, lr_encoder: 0.004743, lr_decoder: 0.004743, Accuracy: 95.01, IOU: 0.007555 Loss: 0.062455
Saving checkpoints...
Epoch: [17][0/500], Time: 0.70, Data: 0.00, lr_encoder: 0.004701, lr_decoder: 0.004701, Accuracy: 94.43, IOU: 0.012102 Loss: 0.014498
Epoch: [17][20/500], Time: 0.65, Data: 0.05, lr_encoder: 0.004658, lr_decoder: 0.004658, Accuracy: 95.06, IOU: 0.006490 Loss: 0.049903
Epoch: [17][40/500], Time: 0.64, Data: 0.05, lr_encoder: 0.004616, lr_decoder: 0.004616, Accuracy: 95.03, IOU: 0.007291 Loss: 0.047794
Epoch: [17][60/500], Time: 0.64, Data: 0.05, lr_encoder: 0.004574, lr_decoder: 0.004574, Accuracy: 95.28, IOU: 0.008790 Loss: 0.049008
Epoch: [17][80/500], Time: 0.64, Data: 0.05, lr_encoder: 0.004531, lr_decoder: 0.004531, Accuracy: 95.20, IOU: 0.008800 Loss: 0.050367
Epoch: [17][100/500], Time: 0.64, Data: 0.05, lr_encoder: 0.004489, lr_decoder: 0.004489, Accuracy: 95.09, IOU: 0.008743 Loss: 0.055954
Epoch: [17][120/500], Time: 0.63, Data: 0.05, lr_encoder: 0.004446, lr_decoder: 0.004446, Accuracy: 95.06, IOU: 0.008576 Loss: 0.054913
Epoch: [17][140/500], Time: 0.63, Data: 0.05, lr_encoder: 0.004404, lr_decoder: 0.004404, Accuracy: 94.99, IOU: 0.008282 Loss: 0.054411
Epoch: [17][160/500], Time: 0.63, Data: 0.05, lr_encoder: 0.004361, lr_decoder: 0.004361, Accuracy: 94.95, IOU: 0.008494 Loss: 0.054710
Epoch: [17][180/500], Time: 0.63, Data: 0.05, lr_encoder: 0.004318, lr_decoder: 0.004318, Accuracy: 94.97, IOU: 0.008236 Loss: 0.058520
Epoch: [17][200/500], Time: 0.63, Data: 0.05, lr_encoder: 0.004276, lr_decoder: 0.004276, Accuracy: 95.08, IOU: 0.008327 Loss: 0.056909
Epoch: [17][220/500], Time: 0.63, Data: 0.05, lr_encoder: 0.004233, lr_decoder: 0.004233, Accuracy: 95.15, IOU: 0.008251 Loss: 0.056836
Epoch: [17][240/500], Time: 0.63, Data: 0.05, lr_encoder: 0.004190, lr_decoder: 0.004190, Accuracy: 95.17, IOU: 0.008194 Loss: 0.056673
Epoch: [17][260/500], Time: 0.63, Data: 0.05, lr_encoder: 0.004147, lr_decoder: 0.004147, Accuracy: 95.18, IOU: 0.008246 Loss: 0.055929
Epoch: [17][280/500], Time: 0.63, Data: 0.05, lr_encoder: 0.004104, lr_decoder: 0.004104, Accuracy: 95.21, IOU: 0.008135 Loss: 0.055525
Epoch: [17][300/500], Time: 0.63, Data: 0.05, lr_encoder: 0.004061, lr_decoder: 0.004061, Accuracy: 95.24, IOU: 0.008111 Loss: 0.055448
Epoch: [17][320/500], Time: 0.62, Data: 0.05, lr_encoder: 0.004018, lr_decoder: 0.004018, Accuracy: 95.21, IOU: 0.008254 Loss: 0.054088
Epoch: [17][340/500], Time: 0.62, Data: 0.05, lr_encoder: 0.003975, lr_decoder: 0.003975, Accuracy: 95.19, IOU: 0.008172 Loss: 0.053851
Epoch: [17][360/500], Time: 0.63, Data: 0.05, lr_encoder: 0.003932, lr_decoder: 0.003932, Accuracy: 95.18, IOU: 0.008084 Loss: 0.054658
Epoch: [17][380/500], Time: 0.63, Data: 0.05, lr_encoder: 0.003889, lr_decoder: 0.003889, Accuracy: 95.16, IOU: 0.008132 Loss: 0.054450
Epoch: [17][400/500], Time: 0.62, Data: 0.05, lr_encoder: 0.003846, lr_decoder: 0.003846, Accuracy: 95.14, IOU: 0.008215 Loss: 0.053921
Epoch: [17][420/500], Time: 0.63, Data: 0.05, lr_encoder: 0.003802, lr_decoder: 0.003802, Accuracy: 95.13, IOU: 0.008249 Loss: 0.053719
Epoch: [17][440/500], Time: 0.63, Data: 0.05, lr_encoder: 0.003759, lr_decoder: 0.003759, Accuracy: 95.15, IOU: 0.008196 Loss: 0.053451
Epoch: [17][460/500], Time: 0.63, Data: 0.05, lr_encoder: 0.003716, lr_decoder: 0.003716, Accuracy: 95.15, IOU: 0.008146 Loss: 0.054005
Epoch: [17][480/500], Time: 0.63, Data: 0.05, lr_encoder: 0.003672, lr_decoder: 0.003672, Accuracy: 95.14, IOU: 0.008119 Loss: 0.054527
Saving checkpoints...
Epoch: [18][0/500], Time: 0.70, Data: 0.00, lr_encoder: 0.003629, lr_decoder: 0.003629, Accuracy: 91.30, IOU: 0.017920 Loss: 0.011640
Epoch: [18][20/500], Time: 0.68, Data: 0.05, lr_encoder: 0.003585, lr_decoder: 0.003585, Accuracy: 94.98, IOU: 0.008114 Loss: 0.058522
Epoch: [18][40/500], Time: 0.64, Data: 0.05, lr_encoder: 0.003542, lr_decoder: 0.003542, Accuracy: 95.11, IOU: 0.010343 Loss: 0.063225
Epoch: [18][60/500], Time: 0.63, Data: 0.05, lr_encoder: 0.003498, lr_decoder: 0.003498, Accuracy: 94.86, IOU: 0.009632 Loss: 0.067880
Epoch: [18][80/500], Time: 0.63, Data: 0.05, lr_encoder: 0.003454, lr_decoder: 0.003454, Accuracy: 94.73, IOU: 0.008952 Loss: 0.060953
Epoch: [18][100/500], Time: 0.64, Data: 0.05, lr_encoder: 0.003411, lr_decoder: 0.003411, Accuracy: 94.69, IOU: 0.008695 Loss: 0.059092
Epoch: [18][120/500], Time: 0.63, Data: 0.05, lr_encoder: 0.003367, lr_decoder: 0.003367, Accuracy: 94.71, IOU: 0.008411 Loss: 0.062253
Epoch: [18][140/500], Time: 0.64, Data: 0.05, lr_encoder: 0.003323, lr_decoder: 0.003323, Accuracy: 94.82, IOU: 0.008368 Loss: 0.059627
Epoch: [18][160/500], Time: 0.64, Data: 0.05, lr_encoder: 0.003279, lr_decoder: 0.003279, Accuracy: 94.87, IOU: 0.008531 Loss: 0.058943
Epoch: [18][180/500], Time: 0.64, Data: 0.05, lr_encoder: 0.003235, lr_decoder: 0.003235, Accuracy: 94.92, IOU: 0.008485 Loss: 0.057529
Epoch: [18][200/500], Time: 0.64, Data: 0.05, lr_encoder: 0.003191, lr_decoder: 0.003191, Accuracy: 94.94, IOU: 0.008576 Loss: 0.056832
Epoch: [18][220/500], Time: 0.64, Data: 0.05, lr_encoder: 0.003146, lr_decoder: 0.003146, Accuracy: 94.97, IOU: 0.008602 Loss: 0.057586
Epoch: [18][240/500], Time: 0.64, Data: 0.05, lr_encoder: 0.003102, lr_decoder: 0.003102, Accuracy: 95.01, IOU: 0.008610 Loss: 0.056135
Epoch: [18][260/500], Time: 0.64, Data: 0.05, lr_encoder: 0.003058, lr_decoder: 0.003058, Accuracy: 95.02, IOU: 0.008558 Loss: 0.055291
Epoch: [18][280/500], Time: 0.63, Data: 0.05, lr_encoder: 0.003014, lr_decoder: 0.003014, Accuracy: 95.06, IOU: 0.008687 Loss: 0.053670
Epoch: [18][300/500], Time: 0.64, Data: 0.05, lr_encoder: 0.002969, lr_decoder: 0.002969, Accuracy: 95.06, IOU: 0.008742 Loss: 0.053336
Epoch: [18][320/500], Time: 0.64, Data: 0.05, lr_encoder: 0.002925, lr_decoder: 0.002925, Accuracy: 95.05, IOU: 0.008792 Loss: 0.053334
Epoch: [18][340/500], Time: 0.64, Data: 0.05, lr_encoder: 0.002880, lr_decoder: 0.002880, Accuracy: 95.07, IOU: 0.008758 Loss: 0.053963
Epoch: [18][360/500], Time: 0.64, Data: 0.05, lr_encoder: 0.002835, lr_decoder: 0.002835, Accuracy: 95.08, IOU: 0.008602 Loss: 0.054864
Epoch: [18][380/500], Time: 0.64, Data: 0.05, lr_encoder: 0.002790, lr_decoder: 0.002790, Accuracy: 95.06, IOU: 0.008502 Loss: 0.056443
Epoch: [18][400/500], Time: 0.64, Data: 0.05, lr_encoder: 0.002746, lr_decoder: 0.002746, Accuracy: 95.08, IOU: 0.008501 Loss: 0.055933
Epoch: [18][420/500], Time: 0.64, Data: 0.05, lr_encoder: 0.002701, lr_decoder: 0.002701, Accuracy: 95.09, IOU: 0.008443 Loss: 0.055751
Epoch: [18][440/500], Time: 0.64, Data: 0.05, lr_encoder: 0.002656, lr_decoder: 0.002656, Accuracy: 95.09, IOU: 0.008505 Loss: 0.056166
Epoch: [18][460/500], Time: 0.64, Data: 0.05, lr_encoder: 0.002611, lr_decoder: 0.002611, Accuracy: 95.08, IOU: 0.008468 Loss: 0.056722
Epoch: [18][480/500], Time: 0.64, Data: 0.05, lr_encoder: 0.002565, lr_decoder: 0.002565, Accuracy: 95.07, IOU: 0.008518 Loss: 0.056558
Saving checkpoints...
Epoch: [19][0/500], Time: 0.49, Data: 0.00, lr_encoder: 0.002520, lr_decoder: 0.002520, Accuracy: 95.16, IOU: 0.008861 Loss: 0.073364
Epoch: [19][20/500], Time: 0.62, Data: 0.05, lr_encoder: 0.002475, lr_decoder: 0.002475, Accuracy: 95.36, IOU: 0.007666 Loss: 0.061329
Epoch: [19][40/500], Time: 0.64, Data: 0.05, lr_encoder: 0.002429, lr_decoder: 0.002429, Accuracy: 95.47, IOU: 0.007795 Loss: 0.062361
Epoch: [19][60/500], Time: 0.65, Data: 0.05, lr_encoder: 0.002384, lr_decoder: 0.002384, Accuracy: 95.50, IOU: 0.007122 Loss: 0.063165
Epoch: [19][80/500], Time: 0.63, Data: 0.05, lr_encoder: 0.002338, lr_decoder: 0.002338, Accuracy: 95.57, IOU: 0.007224 Loss: 0.068542
Epoch: [19][100/500], Time: 0.62, Data: 0.05, lr_encoder: 0.002292, lr_decoder: 0.002292, Accuracy: 95.59, IOU: 0.007262 Loss: 0.067182
Epoch: [19][120/500], Time: 0.62, Data: 0.05, lr_encoder: 0.002247, lr_decoder: 0.002247, Accuracy: 95.56, IOU: 0.007847 Loss: 0.063938
Epoch: [19][140/500], Time: 0.61, Data: 0.05, lr_encoder: 0.002201, lr_decoder: 0.002201, Accuracy: 95.50, IOU: 0.007961 Loss: 0.060527
Epoch: [19][160/500], Time: 0.61, Data: 0.05, lr_encoder: 0.002154, lr_decoder: 0.002154, Accuracy: 95.47, IOU: 0.007949 Loss: 0.061145
Epoch: [19][180/500], Time: 0.61, Data: 0.05, lr_encoder: 0.002108, lr_decoder: 0.002108, Accuracy: 95.44, IOU: 0.008035 Loss: 0.061276
Epoch: [19][200/500], Time: 0.61, Data: 0.05, lr_encoder: 0.002062, lr_decoder: 0.002062, Accuracy: 95.40, IOU: 0.008177 Loss: 0.060023
Epoch: [19][220/500], Time: 0.61, Data: 0.05, lr_encoder: 0.002016, lr_decoder: 0.002016, Accuracy: 95.44, IOU: 0.008286 Loss: 0.058505
Epoch: [19][240/500], Time: 0.62, Data: 0.05, lr_encoder: 0.001969, lr_decoder: 0.001969, Accuracy: 95.42, IOU: 0.008429 Loss: 0.058717
Epoch: [19][260/500], Time: 0.62, Data: 0.05, lr_encoder: 0.001923, lr_decoder: 0.001923, Accuracy: 95.43, IOU: 0.008346 Loss: 0.058893
Epoch: [19][280/500], Time: 0.62, Data: 0.05, lr_encoder: 0.001876, lr_decoder: 0.001876, Accuracy: 95.40, IOU: 0.008461 Loss: 0.057676
