Input arguments:
id               resnet50_c1
arch_encoder     resnet50
arch_decoder     c1
weights_encoder  
weights_decoder  
fc_dim           2048
list_train       /home/ky_aneur/cs230/code/cta-scripts/train_list.odgt
list_val         ./data/validation.odgt
root_dataset     /data2/yeom/ky_aneur/sah_png/train
num_gpus         2
batch_size_per_gpu 2
num_epoch        20
start_epoch      1
epoch_iters      500
optim            adam
lr_encoder       0.02
lr_decoder       0.02
lr_pow           0.9
beta1            0.9
weight_decay     0.0001
deep_sup_scale   0.4
fix_bn           0
num_class        2
workers          16
imgSize          [300, 375, 450, 525, 600]
imgMaxSize       1000
padding_constant 8
segm_downsampling_rate 8
random_flip      True
seed             304
ckpt             ./ckpt
disp_iter        20
Model ID: resnet50_c1-resnet50-c1-ngpus2-batchSize4-imgMaxSize1000-paddingConst8-segmDownsampleRate8-LR_encoder0.02-LR_decoder0.02-epoch20
# samples: 36560
1 Epoch = 500 iters
Epoch: [1][0/500], Time: 3.23, Data: 0.24, lr_encoder: 0.020000, lr_decoder: 0.020000, Accuracy: 64.38, IOU: 0.000000 Loss: 1.430678
Epoch: [13][160/500], Time: 0.53, Data: 0.04, lr_encoder: 0.008453, lr_decoder: 0.008453, Accuracy: 95.18, IOU: 0.012955 Loss: 0.074399
Epoch: [13][180/500], Time: 0.54, Data: 0.04, lr_encoder: 0.008414, lr_decoder: 0.008414, Accuracy: 95.23, IOU: 0.012453 Loss: 0.072303
Epoch: [13][200/500], Time: 0.54, Data: 0.04, lr_encoder: 0.008374, lr_decoder: 0.008374, Accuracy: 95.30, IOU: 0.012591 Loss: 0.071197
Epoch: [13][220/500], Time: 0.55, Data: 0.04, lr_encoder: 0.008334, lr_decoder: 0.008334, Accuracy: 95.33, IOU: 0.012091 Loss: 0.069282
Epoch: [13][240/500], Time: 0.55, Data: 0.04, lr_encoder: 0.008295, lr_decoder: 0.008295, Accuracy: 95.31, IOU: 0.012437 Loss: 0.073723
Epoch: [13][260/500], Time: 0.55, Data: 0.04, lr_encoder: 0.008255, lr_decoder: 0.008255, Accuracy: 95.22, IOU: 0.012296 Loss: 0.073836
Epoch: [13][280/500], Time: 0.56, Data: 0.04, lr_encoder: 0.008215, lr_decoder: 0.008215, Accuracy: 95.23, IOU: 0.011964 Loss: 0.071989
Epoch: [13][300/500], Time: 0.56, Data: 0.04, lr_encoder: 0.008176, lr_decoder: 0.008176, Accuracy: 95.23, IOU: 0.012038 Loss: 0.071568
Epoch: [13][320/500], Time: 0.56, Data: 0.04, lr_encoder: 0.008136, lr_decoder: 0.008136, Accuracy: 95.23, IOU: 0.012227 Loss: 0.070558
Epoch: [13][340/500], Time: 0.56, Data: 0.04, lr_encoder: 0.008096, lr_decoder: 0.008096, Accuracy: 95.20, IOU: 0.011791 Loss: 0.071196
Epoch: [13][360/500], Time: 0.57, Data: 0.04, lr_encoder: 0.008056, lr_decoder: 0.008056, Accuracy: 95.16, IOU: 0.011585 Loss: 0.074595
Epoch: [13][380/500], Time: 0.57, Data: 0.04, lr_encoder: 0.008016, lr_decoder: 0.008016, Accuracy: 94.99, IOU: 0.011409 Loss: 0.074294
Epoch: [13][400/500], Time: 0.57, Data: 0.04, lr_encoder: 0.007976, lr_decoder: 0.007976, Accuracy: 95.00, IOU: 0.011214 Loss: 0.074481
Epoch: [13][420/500], Time: 0.57, Data: 0.04, lr_encoder: 0.007937, lr_decoder: 0.007937, Accuracy: 95.06, IOU: 0.011240 Loss: 0.073178
Epoch: [13][440/500], Time: 0.57, Data: 0.04, lr_encoder: 0.007897, lr_decoder: 0.007897, Accuracy: 95.13, IOU: 0.011321 Loss: 0.072527
Epoch: [13][460/500], Time: 0.57, Data: 0.04, lr_encoder: 0.007857, lr_decoder: 0.007857, Accuracy: 95.19, IOU: 0.011454 Loss: 0.072333
Epoch: [13][480/500], Time: 0.58, Data: 0.04, lr_encoder: 0.007817, lr_decoder: 0.007817, Accuracy: 95.22, IOU: 0.011710 Loss: 0.072279
Saving checkpoints...
Epoch: [14][0/500], Time: 0.69, Data: 0.00, lr_encoder: 0.007777, lr_decoder: 0.007777, Accuracy: 97.26, IOU: 0.007092 Loss: 0.092493
Epoch: [14][20/500], Time: 0.62, Data: 0.04, lr_encoder: 0.007737, lr_decoder: 0.007737, Accuracy: 95.51, IOU: 0.009422 Loss: 0.103531
Epoch: [14][40/500], Time: 0.64, Data: 0.04, lr_encoder: 0.007697, lr_decoder: 0.007697, Accuracy: 95.78, IOU: 0.011201 Loss: 0.101391
Epoch: [14][60/500], Time: 0.64, Data: 0.05, lr_encoder: 0.007657, lr_decoder: 0.007657, Accuracy: 95.23, IOU: 0.010960 Loss: 0.092164
Epoch: [14][80/500], Time: 0.62, Data: 0.04, lr_encoder: 0.007617, lr_decoder: 0.007617, Accuracy: 95.16, IOU: 0.011280 Loss: 0.088360
Epoch: [14][100/500], Time: 0.62, Data: 0.05, lr_encoder: 0.007577, lr_decoder: 0.007577, Accuracy: 95.21, IOU: 0.011220 Loss: 0.085987
Epoch: [14][120/500], Time: 0.62, Data: 0.05, lr_encoder: 0.007537, lr_decoder: 0.007537, Accuracy: 95.22, IOU: 0.011422 Loss: 0.078630
Epoch: [14][140/500], Time: 0.62, Data: 0.05, lr_encoder: 0.007496, lr_decoder: 0.007496, Accuracy: 95.47, IOU: 0.011941 Loss: 0.072700
Epoch: [14][160/500], Time: 0.61, Data: 0.05, lr_encoder: 0.007456, lr_decoder: 0.007456, Accuracy: 95.53, IOU: 0.012906 Loss: 0.070382
Epoch: [14][180/500], Time: 0.60, Data: 0.05, lr_encoder: 0.007416, lr_decoder: 0.007416, Accuracy: 95.62, IOU: 0.014672 Loss: 0.068882
Epoch: [14][200/500], Time: 0.60, Data: 0.05, lr_encoder: 0.007376, lr_decoder: 0.007376, Accuracy: 95.63, IOU: 0.015335 Loss: 0.067610
Epoch: [14][220/500], Time: 0.59, Data: 0.05, lr_encoder: 0.007336, lr_decoder: 0.007336, Accuracy: 95.64, IOU: 0.016122 Loss: 0.067084
Epoch: [14][240/500], Time: 0.58, Data: 0.05, lr_encoder: 0.007295, lr_decoder: 0.007295, Accuracy: 95.72, IOU: 0.016470 Loss: 0.067240
Epoch: [14][260/500], Time: 0.58, Data: 0.05, lr_encoder: 0.007255, lr_decoder: 0.007255, Accuracy: 95.81, IOU: 0.016610 Loss: 0.064372
Epoch: [14][280/500], Time: 0.57, Data: 0.05, lr_encoder: 0.007215, lr_decoder: 0.007215, Accuracy: 95.65, IOU: 0.016298 Loss: 0.068072
Epoch: [14][300/500], Time: 0.57, Data: 0.05, lr_encoder: 0.007174, lr_decoder: 0.007174, Accuracy: 95.51, IOU: 0.015735 Loss: 0.068404
Epoch: [14][320/500], Time: 0.57, Data: 0.05, lr_encoder: 0.007134, lr_decoder: 0.007134, Accuracy: 95.48, IOU: 0.015659 Loss: 0.072174
Epoch: [14][340/500], Time: 0.56, Data: 0.04, lr_encoder: 0.007094, lr_decoder: 0.007094, Accuracy: 95.52, IOU: 0.015217 Loss: 0.070830
Epoch: [14][360/500], Time: 0.56, Data: 0.04, lr_encoder: 0.007053, lr_decoder: 0.007053, Accuracy: 95.54, IOU: 0.015158 Loss: 0.068941
Epoch: [14][380/500], Time: 0.56, Data: 0.04, lr_encoder: 0.007013, lr_decoder: 0.007013, Accuracy: 95.56, IOU: 0.015039 Loss: 0.067511
Epoch: [14][400/500], Time: 0.56, Data: 0.04, lr_encoder: 0.006972, lr_decoder: 0.006972, Accuracy: 95.51, IOU: 0.015014 Loss: 0.066504
Epoch: [14][420/500], Time: 0.55, Data: 0.04, lr_encoder: 0.006932, lr_decoder: 0.006932, Accuracy: 95.48, IOU: 0.014711 Loss: 0.065301
Epoch: [14][440/500], Time: 0.55, Data: 0.04, lr_encoder: 0.006891, lr_decoder: 0.006891, Accuracy: 95.47, IOU: 0.014851 Loss: 0.065750
Epoch: [14][460/500], Time: 0.55, Data: 0.04, lr_encoder: 0.006851, lr_decoder: 0.006851, Accuracy: 95.46, IOU: 0.014815 Loss: 0.066301
Epoch: [14][480/500], Time: 0.55, Data: 0.04, lr_encoder: 0.006810, lr_decoder: 0.006810, Accuracy: 95.53, IOU: 0.014835 Loss: 0.065395
Saving checkpoints...
Epoch: [15][0/500], Time: 0.27, Data: 0.00, lr_encoder: 0.006770, lr_decoder: 0.006770, Accuracy: 97.16, IOU: 0.039559 Loss: 0.014897
Epoch: [15][20/500], Time: 0.53, Data: 0.04, lr_encoder: 0.006729, lr_decoder: 0.006729, Accuracy: 96.67, IOU: 0.022108 Loss: 0.023733
Epoch: [15][40/500], Time: 0.52, Data: 0.04, lr_encoder: 0.006688, lr_decoder: 0.006688, Accuracy: 96.60, IOU: 0.018817 Loss: 0.029930
Epoch: [15][60/500], Time: 0.52, Data: 0.04, lr_encoder: 0.006648, lr_decoder: 0.006648, Accuracy: 96.53, IOU: 0.019180 Loss: 0.032038
Epoch: [15][80/500], Time: 0.52, Data: 0.04, lr_encoder: 0.006607, lr_decoder: 0.006607, Accuracy: 95.44, IOU: 0.016082 Loss: 0.059483
Epoch: [15][100/500], Time: 0.52, Data: 0.04, lr_encoder: 0.006566, lr_decoder: 0.006566, Accuracy: 95.34, IOU: 0.014911 Loss: 0.059203
Epoch: [15][120/500], Time: 0.51, Data: 0.04, lr_encoder: 0.006526, lr_decoder: 0.006526, Accuracy: 95.47, IOU: 0.015601 Loss: 0.062003
Epoch: [15][140/500], Time: 0.52, Data: 0.04, lr_encoder: 0.006485, lr_decoder: 0.006485, Accuracy: 95.34, IOU: 0.014895 Loss: 0.062907
Epoch: [15][160/500], Time: 0.52, Data: 0.04, lr_encoder: 0.006444, lr_decoder: 0.006444, Accuracy: 95.48, IOU: 0.014564 Loss: 0.061393
Epoch: [15][180/500], Time: 0.52, Data: 0.04, lr_encoder: 0.006403, lr_decoder: 0.006403, Accuracy: 95.61, IOU: 0.015327 Loss: 0.060565
Epoch: [15][200/500], Time: 0.52, Data: 0.04, lr_encoder: 0.006362, lr_decoder: 0.006362, Accuracy: 95.48, IOU: 0.014719 Loss: 0.066799
Epoch: [15][220/500], Time: 0.52, Data: 0.04, lr_encoder: 0.006321, lr_decoder: 0.006321, Accuracy: 95.50, IOU: 0.014540 Loss: 0.066735
Epoch: [15][240/500], Time: 0.51, Data: 0.04, lr_encoder: 0.006280, lr_decoder: 0.006280, Accuracy: 95.52, IOU: 0.014303 Loss: 0.064984
Epoch: [15][260/500], Time: 0.52, Data: 0.04, lr_encoder: 0.006239, lr_decoder: 0.006239, Accuracy: 95.48, IOU: 0.013867 Loss: 0.066197
Epoch: [15][280/500], Time: 0.52, Data: 0.04, lr_encoder: 0.006198, lr_decoder: 0.006198, Accuracy: 95.49, IOU: 0.013937 Loss: 0.065021
Epoch: [15][300/500], Time: 0.52, Data: 0.04, lr_encoder: 0.006157, lr_decoder: 0.006157, Accuracy: 95.49, IOU: 0.013599 Loss: 0.064077
Epoch: [15][320/500], Time: 0.52, Data: 0.04, lr_encoder: 0.006116, lr_decoder: 0.006116, Accuracy: 95.57, IOU: 0.013669 Loss: 0.062474
Epoch: [15][340/500], Time: 0.52, Data: 0.04, lr_encoder: 0.006075, lr_decoder: 0.006075, Accuracy: 95.53, IOU: 0.013678 Loss: 0.063435
Epoch: [15][360/500], Time: 0.52, Data: 0.04, lr_encoder: 0.006034, lr_decoder: 0.006034, Accuracy: 95.49, IOU: 0.013553 Loss: 0.063219
Epoch: [15][380/500], Time: 0.52, Data: 0.04, lr_encoder: 0.005993, lr_decoder: 0.005993, Accuracy: 95.54, IOU: 0.013561 Loss: 0.062387
Epoch: [15][400/500], Time: 0.52, Data: 0.04, lr_encoder: 0.005952, lr_decoder: 0.005952, Accuracy: 95.59, IOU: 0.013950 Loss: 0.063662
Epoch: [15][420/500], Time: 0.52, Data: 0.04, lr_encoder: 0.005911, lr_decoder: 0.005911, Accuracy: 95.48, IOU: 0.013632 Loss: 0.071602
Epoch: [15][440/500], Time: 0.52, Data: 0.04, lr_encoder: 0.005869, lr_decoder: 0.005869, Accuracy: 95.13, IOU: 0.013172 Loss: 0.075980
Epoch: [15][460/500], Time: 0.52, Data: 0.04, lr_encoder: 0.005828, lr_decoder: 0.005828, Accuracy: 94.95, IOU: 0.012908 Loss: 0.083156
Epoch: [15][480/500], Time: 0.52, Data: 0.04, lr_encoder: 0.005787, lr_decoder: 0.005787, Accuracy: 94.91, IOU: 0.012735 Loss: 0.083444
Saving checkpoints...
Epoch: [16][0/500], Time: 0.57, Data: 0.00, lr_encoder: 0.005746, lr_decoder: 0.005746, Accuracy: 98.96, IOU: 0.039474 Loss: 0.071314
Epoch: [16][20/500], Time: 0.49, Data: 0.04, lr_encoder: 0.005704, lr_decoder: 0.005704, Accuracy: 92.96, IOU: 0.010415 Loss: 0.083227
Epoch: [16][40/500], Time: 0.50, Data: 0.04, lr_encoder: 0.005663, lr_decoder: 0.005663, Accuracy: 94.30, IOU: 0.010023 Loss: 0.069440
Epoch: [16][60/500], Time: 0.51, Data: 0.04, lr_encoder: 0.005621, lr_decoder: 0.005621, Accuracy: 94.54, IOU: 0.011126 Loss: 0.065931
Epoch: [16][80/500], Time: 0.51, Data: 0.04, lr_encoder: 0.005580, lr_decoder: 0.005580, Accuracy: 94.53, IOU: 0.011076 Loss: 0.067862
Epoch: [16][100/500], Time: 0.50, Data: 0.04, lr_encoder: 0.005538, lr_decoder: 0.005538, Accuracy: 94.79, IOU: 0.011048 Loss: 0.064853
Epoch: [16][120/500], Time: 0.50, Data: 0.04, lr_encoder: 0.005497, lr_decoder: 0.005497, Accuracy: 94.83, IOU: 0.010844 Loss: 0.063854
Epoch: [16][140/500], Time: 0.51, Data: 0.04, lr_encoder: 0.005455, lr_decoder: 0.005455, Accuracy: 94.99, IOU: 0.012540 Loss: 0.064096
Epoch: [16][160/500], Time: 0.51, Data: 0.04, lr_encoder: 0.005414, lr_decoder: 0.005414, Accuracy: 94.95, IOU: 0.011848 Loss: 0.070821
Epoch: [16][180/500], Time: 0.51, Data: 0.04, lr_encoder: 0.005372, lr_decoder: 0.005372, Accuracy: 94.77, IOU: 0.011346 Loss: 0.069670
Epoch: [16][200/500], Time: 0.51, Data: 0.04, lr_encoder: 0.005330, lr_decoder: 0.005330, Accuracy: 94.86, IOU: 0.011216 Loss: 0.070269
Epoch: [16][220/500], Time: 0.51, Data: 0.04, lr_encoder: 0.005289, lr_decoder: 0.005289, Accuracy: 94.74, IOU: 0.010868 Loss: 0.069456
Epoch: [16][240/500], Time: 0.52, Data: 0.04, lr_encoder: 0.005247, lr_decoder: 0.005247, Accuracy: 94.89, IOU: 0.010704 Loss: 0.067227
Epoch: [16][260/500], Time: 0.51, Data: 0.04, lr_encoder: 0.005205, lr_decoder: 0.005205, Accuracy: 95.05, IOU: 0.011281 Loss: 0.065429
Epoch: [16][280/500], Time: 0.52, Data: 0.04, lr_encoder: 0.005163, lr_decoder: 0.005163, Accuracy: 95.05, IOU: 0.011566 Loss: 0.067608
Epoch: [16][300/500], Time: 0.52, Data: 0.04, lr_encoder: 0.005121, lr_decoder: 0.005121, Accuracy: 95.07, IOU: 0.011608 Loss: 0.067396
Epoch: [16][320/500], Time: 0.52, Data: 0.04, lr_encoder: 0.005079, lr_decoder: 0.005079, Accuracy: 95.09, IOU: 0.011453 Loss: 0.066491
Epoch: [16][340/500], Time: 0.52, Data: 0.04, lr_encoder: 0.005038, lr_decoder: 0.005038, Accuracy: 95.10, IOU: 0.011750 Loss: 0.065572
Epoch: [16][360/500], Time: 0.52, Data: 0.04, lr_encoder: 0.004996, lr_decoder: 0.004996, Accuracy: 95.23, IOU: 0.011936 Loss: 0.065079
Epoch: [16][380/500], Time: 0.52, Data: 0.04, lr_encoder: 0.004954, lr_decoder: 0.004954, Accuracy: 95.29, IOU: 0.012205 Loss: 0.063570
Epoch: [16][400/500], Time: 0.52, Data: 0.04, lr_encoder: 0.004911, lr_decoder: 0.004911, Accuracy: 95.29, IOU: 0.012265 Loss: 0.062817
Epoch: [16][420/500], Time: 0.52, Data: 0.04, lr_encoder: 0.004869, lr_decoder: 0.004869, Accuracy: 95.34, IOU: 0.012658 Loss: 0.062266
Epoch: [16][440/500], Time: 0.52, Data: 0.04, lr_encoder: 0.004827, lr_decoder: 0.004827, Accuracy: 95.41, IOU: 0.012709 Loss: 0.061182
Epoch: [16][460/500], Time: 0.52, Data: 0.04, lr_encoder: 0.004785, lr_decoder: 0.004785, Accuracy: 95.48, IOU: 0.012862 Loss: 0.060616
Epoch: [16][480/500], Time: 0.52, Data: 0.04, lr_encoder: 0.004743, lr_decoder: 0.004743, Accuracy: 95.53, IOU: 0.012950 Loss: 0.060036
Saving checkpoints...
Epoch: [17][0/500], Time: 0.56, Data: 0.00, lr_encoder: 0.004701, lr_decoder: 0.004701, Accuracy: 97.67, IOU: 0.028929 Loss: 0.006930
Epoch: [17][20/500], Time: 0.51, Data: 0.04, lr_encoder: 0.004658, lr_decoder: 0.004658, Accuracy: 96.90, IOU: 0.018900 Loss: 0.041588
Epoch: [17][40/500], Time: 0.51, Data: 0.04, lr_encoder: 0.004616, lr_decoder: 0.004616, Accuracy: 96.98, IOU: 0.018328 Loss: 0.036537
Epoch: [17][60/500], Time: 0.51, Data: 0.04, lr_encoder: 0.004574, lr_decoder: 0.004574, Accuracy: 96.62, IOU: 0.017070 Loss: 0.038779
Epoch: [17][80/500], Time: 0.52, Data: 0.04, lr_encoder: 0.004531, lr_decoder: 0.004531, Accuracy: 96.51, IOU: 0.016367 Loss: 0.043287
Epoch: [17][100/500], Time: 0.52, Data: 0.04, lr_encoder: 0.004489, lr_decoder: 0.004489, Accuracy: 96.72, IOU: 0.016903 Loss: 0.045969
Epoch: [17][120/500], Time: 0.52, Data: 0.04, lr_encoder: 0.004446, lr_decoder: 0.004446, Accuracy: 96.91, IOU: 0.017392 Loss: 0.043035
Epoch: [17][140/500], Time: 0.52, Data: 0.04, lr_encoder: 0.004404, lr_decoder: 0.004404, Accuracy: 96.92, IOU: 0.017347 Loss: 0.042964
Epoch: [17][160/500], Time: 0.52, Data: 0.04, lr_encoder: 0.004361, lr_decoder: 0.004361, Accuracy: 96.42, IOU: 0.016304 Loss: 0.049566
Epoch: [17][180/500], Time: 0.52, Data: 0.04, lr_encoder: 0.004318, lr_decoder: 0.004318, Accuracy: 96.12, IOU: 0.015681 Loss: 0.054368
Epoch: [17][200/500], Time: 0.52, Data: 0.04, lr_encoder: 0.004276, lr_decoder: 0.004276, Accuracy: 96.25, IOU: 0.015976 Loss: 0.052632
Epoch: [17][220/500], Time: 0.52, Data: 0.04, lr_encoder: 0.004233, lr_decoder: 0.004233, Accuracy: 96.35, IOU: 0.017015 Loss: 0.051347
Epoch: [17][240/500], Time: 0.53, Data: 0.04, lr_encoder: 0.004190, lr_decoder: 0.004190, Accuracy: 96.30, IOU: 0.016928 Loss: 0.050515
Epoch: [17][260/500], Time: 0.54, Data: 0.04, lr_encoder: 0.004147, lr_decoder: 0.004147, Accuracy: 96.23, IOU: 0.016886 Loss: 0.053191
Epoch: [17][280/500], Time: 0.54, Data: 0.04, lr_encoder: 0.004104, lr_decoder: 0.004104, Accuracy: 96.26, IOU: 0.016389 Loss: 0.051717
Epoch: [17][300/500], Time: 0.54, Data: 0.04, lr_encoder: 0.004061, lr_decoder: 0.004061, Accuracy: 96.24, IOU: 0.016164 Loss: 0.054046
Epoch: [17][320/500], Time: 0.55, Data: 0.04, lr_encoder: 0.004018, lr_decoder: 0.004018, Accuracy: 96.01, IOU: 0.015465 Loss: 0.059098
Epoch: [17][340/500], Time: 0.55, Data: 0.04, lr_encoder: 0.003975, lr_decoder: 0.003975, Accuracy: 95.94, IOU: 0.015153 Loss: 0.059377
Epoch: [17][360/500], Time: 0.55, Data: 0.04, lr_encoder: 0.003932, lr_decoder: 0.003932, Accuracy: 95.95, IOU: 0.015415 Loss: 0.062364
Epoch: [17][380/500], Time: 0.55, Data: 0.04, lr_encoder: 0.003889, lr_decoder: 0.003889, Accuracy: 95.96, IOU: 0.015370 Loss: 0.060997
Epoch: [17][400/500], Time: 0.55, Data: 0.04, lr_encoder: 0.003846, lr_decoder: 0.003846, Accuracy: 95.97, IOU: 0.015399 Loss: 0.060362
Epoch: [17][420/500], Time: 0.56, Data: 0.04, lr_encoder: 0.003802, lr_decoder: 0.003802, Accuracy: 95.99, IOU: 0.015169 Loss: 0.060574
Epoch: [17][440/500], Time: 0.56, Data: 0.04, lr_encoder: 0.003759, lr_decoder: 0.003759, Accuracy: 96.03, IOU: 0.015034 Loss: 0.059552
Epoch: [17][460/500], Time: 0.56, Data: 0.04, lr_encoder: 0.003716, lr_decoder: 0.003716, Accuracy: 96.08, IOU: 0.015241 Loss: 0.059759
Epoch: [17][480/500], Time: 0.57, Data: 0.04, lr_encoder: 0.003672, lr_decoder: 0.003672, Accuracy: 95.96, IOU: 0.014942 Loss: 0.060757
Saving checkpoints...
Epoch: [18][0/500], Time: 0.70, Data: 0.00, lr_encoder: 0.003629, lr_decoder: 0.003629, Accuracy: 77.30, IOU: 0.005566 Loss: 0.015983
Epoch: [18][20/500], Time: 0.65, Data: 0.05, lr_encoder: 0.003585, lr_decoder: 0.003585, Accuracy: 94.13, IOU: 0.010424 Loss: 0.100697
Epoch: [18][40/500], Time: 0.62, Data: 0.04, lr_encoder: 0.003542, lr_decoder: 0.003542, Accuracy: 94.98, IOU: 0.014298 Loss: 0.075077
Epoch: [18][60/500], Time: 0.62, Data: 0.04, lr_encoder: 0.003498, lr_decoder: 0.003498, Accuracy: 95.82, IOU: 0.014949 Loss: 0.087922
Epoch: [18][80/500], Time: 0.61, Data: 0.04, lr_encoder: 0.003454, lr_decoder: 0.003454, Accuracy: 95.41, IOU: 0.012964 Loss: 0.084495
Epoch: [18][100/500], Time: 0.60, Data: 0.04, lr_encoder: 0.003411, lr_decoder: 0.003411, Accuracy: 95.56, IOU: 0.012637 Loss: 0.076717
Epoch: [18][120/500], Time: 0.59, Data: 0.04, lr_encoder: 0.003367, lr_decoder: 0.003367, Accuracy: 95.70, IOU: 0.012379 Loss: 0.076892
Epoch: [18][140/500], Time: 0.59, Data: 0.04, lr_encoder: 0.003323, lr_decoder: 0.003323, Accuracy: 95.53, IOU: 0.011652 Loss: 0.081473
Epoch: [18][160/500], Time: 0.59, Data: 0.04, lr_encoder: 0.003279, lr_decoder: 0.003279, Accuracy: 95.31, IOU: 0.011156 Loss: 0.083230
Epoch: [18][180/500], Time: 0.59, Data: 0.04, lr_encoder: 0.003235, lr_decoder: 0.003235, Accuracy: 95.24, IOU: 0.010983 Loss: 0.080004
Epoch: [18][200/500], Time: 0.59, Data: 0.04, lr_encoder: 0.003191, lr_decoder: 0.003191, Accuracy: 95.22, IOU: 0.010904 Loss: 0.077583
Epoch: [18][220/500], Time: 0.60, Data: 0.04, lr_encoder: 0.003146, lr_decoder: 0.003146, Accuracy: 95.27, IOU: 0.011081 Loss: 0.075524
Epoch: [18][240/500], Time: 0.59, Data: 0.04, lr_encoder: 0.003102, lr_decoder: 0.003102, Accuracy: 95.35, IOU: 0.011128 Loss: 0.073990
Epoch: [18][260/500], Time: 0.59, Data: 0.04, lr_encoder: 0.003058, lr_decoder: 0.003058, Accuracy: 95.31, IOU: 0.010937 Loss: 0.074314
Epoch: [18][280/500], Time: 0.59, Data: 0.04, lr_encoder: 0.003014, lr_decoder: 0.003014, Accuracy: 95.29, IOU: 0.010704 Loss: 0.073250
Epoch: [18][300/500], Time: 0.59, Data: 0.04, lr_encoder: 0.002969, lr_decoder: 0.002969, Accuracy: 95.39, IOU: 0.010826 Loss: 0.070282
Epoch: [18][320/500], Time: 0.59, Data: 0.04, lr_encoder: 0.002925, lr_decoder: 0.002925, Accuracy: 95.46, IOU: 0.010849 Loss: 0.069510
Epoch: [18][340/500], Time: 0.59, Data: 0.04, lr_encoder: 0.002880, lr_decoder: 0.002880, Accuracy: 95.55, IOU: 0.011017 Loss: 0.068451
Epoch: [18][360/500], Time: 0.59, Data: 0.04, lr_encoder: 0.002835, lr_decoder: 0.002835, Accuracy: 95.62, IOU: 0.010927 Loss: 0.066890
Epoch: [18][380/500], Time: 0.59, Data: 0.05, lr_encoder: 0.002790, lr_decoder: 0.002790, Accuracy: 95.66, IOU: 0.010971 Loss: 0.066180
Epoch: [18][400/500], Time: 0.59, Data: 0.05, lr_encoder: 0.002746, lr_decoder: 0.002746, Accuracy: 95.69, IOU: 0.011131 Loss: 0.066284
Epoch: [18][420/500], Time: 0.59, Data: 0.04, lr_encoder: 0.002701, lr_decoder: 0.002701, Accuracy: 95.75, IOU: 0.011297 Loss: 0.064881
Epoch: [18][440/500], Time: 0.59, Data: 0.04, lr_encoder: 0.002656, lr_decoder: 0.002656, Accuracy: 95.73, IOU: 0.011413 Loss: 0.064031
Epoch: [18][460/500], Time: 0.59, Data: 0.05, lr_encoder: 0.002611, lr_decoder: 0.002611, Accuracy: 95.77, IOU: 0.011391 Loss: 0.063179
Epoch: [18][480/500], Time: 0.59, Data: 0.05, lr_encoder: 0.002565, lr_decoder: 0.002565, Accuracy: 95.78, IOU: 0.011371 Loss: 0.062653
Saving checkpoints...
Epoch: [19][0/500], Time: 0.33, Data: 0.00, lr_encoder: 0.002520, lr_decoder: 0.002520, Accuracy: 98.10, IOU: 0.055952 Loss: 0.031567
Epoch: [19][20/500], Time: 0.58, Data: 0.04, lr_encoder: 0.002475, lr_decoder: 0.002475, Accuracy: 97.61, IOU: 0.014197 Loss: 0.220777
Epoch: [19][40/500], Time: 0.58, Data: 0.04, lr_encoder: 0.002429, lr_decoder: 0.002429, Accuracy: 96.22, IOU: 0.014872 Loss: 0.158789
Epoch: [19][60/500], Time: 0.58, Data: 0.04, lr_encoder: 0.002384, lr_decoder: 0.002384, Accuracy: 96.29, IOU: 0.014558 Loss: 0.118361
Epoch: [19][80/500], Time: 0.58, Data: 0.04, lr_encoder: 0.002338, lr_decoder: 0.002338, Accuracy: 96.16, IOU: 0.014040 Loss: 0.097300
Epoch: [19][100/500], Time: 0.57, Data: 0.04, lr_encoder: 0.002292, lr_decoder: 0.002292, Accuracy: 96.16, IOU: 0.013182 Loss: 0.088357
Epoch: [19][120/500], Time: 0.58, Data: 0.04, lr_encoder: 0.002247, lr_decoder: 0.002247, Accuracy: 96.26, IOU: 0.013106 Loss: 0.079629
Epoch: [19][140/500], Time: 0.58, Data: 0.04, lr_encoder: 0.002201, lr_decoder: 0.002201, Accuracy: 96.12, IOU: 0.013230 Loss: 0.075905
Epoch: [19][160/500], Time: 0.58, Data: 0.04, lr_encoder: 0.002154, lr_decoder: 0.002154, Accuracy: 96.18, IOU: 0.012750 Loss: 0.072638
Epoch: [19][180/500], Time: 0.58, Data: 0.04, lr_encoder: 0.002108, lr_decoder: 0.002108, Accuracy: 96.29, IOU: 0.012429 Loss: 0.069987
Epoch: [19][200/500], Time: 0.59, Data: 0.04, lr_encoder: 0.002062, lr_decoder: 0.002062, Accuracy: 96.29, IOU: 0.013055 Loss: 0.070392
Epoch: [19][220/500], Time: 0.59, Data: 0.04, lr_encoder: 0.002016, lr_decoder: 0.002016, Accuracy: 96.25, IOU: 0.013452 Loss: 0.068280
Epoch: [19][240/500], Time: 0.59, Data: 0.04, lr_encoder: 0.001969, lr_decoder: 0.001969, Accuracy: 96.31, IOU: 0.013630 Loss: 0.065371
Epoch: [19][260/500], Time: 0.59, Data: 0.04, lr_encoder: 0.001923, lr_decoder: 0.001923, Accuracy: 96.32, IOU: 0.013588 Loss: 0.064365
Epoch: [19][280/500], Time: 0.59, Data: 0.04, lr_encoder: 0.001876, lr_decoder: 0.001876, Accuracy: 96.34, IOU: 0.013779 Loss: 0.061724
