Input arguments:
id               resnet50_upernet_train
arch_encoder     resnet50
arch_decoder     upernet
weights_encoder  
weights_decoder  
fc_dim           2048
list_train       /home/ky_aneur/cs230/code/cta-scripts/train_list_40x_upsampling.odgt
list_val         ./data/validation.odgt
root_dataset     /data2/yeom/ky_aneur/sah_png/train
num_gpus         2
batch_size_per_gpu 2
num_epoch        20
start_epoch      1
epoch_iters      500
optim            adam
lr_encoder       0.02
lr_decoder       0.02
lr_pow           0.9
beta1            0.9
weight_decay     0.0001
deep_sup_scale   0.4
fix_bn           0
num_class        2
workers          16
imgSize          [300, 375, 450, 525, 600]
imgMaxSize       1000
padding_constant 32
segm_downsampling_rate 4
random_flip      True
seed             304
ckpt             /data2/yeom/ky_aneur/results/ckpt/loss_weights/
disp_iter        20
Model ID: resnet50_upernet_train-resnet50-upernet-ngpus2-batchSize4-imgMaxSize1000-paddingConst32-segmDownsampleRate4-LR_encoder0.02-LR_decoder0.02-epoch20
# samples: 36560
1 Epoch = 500 iters
Epoch: [1][0/500], Time: 3.75, Data: 0.17, lr_encoder: 0.020000, lr_decoder: 0.020000, Accuracy: 38.21, IOU: 0.000000 Loss: 1.066053
Epoch: [13][160/500], Time: 1.08, Data: 0.04, lr_encoder: 0.008453, lr_decoder: 0.008453, Accuracy: 99.18, IOU: 0.045844 Loss: 0.019801
Epoch: [13][180/500], Time: 1.09, Data: 0.04, lr_encoder: 0.008414, lr_decoder: 0.008414, Accuracy: 99.17, IOU: 0.046257 Loss: 0.020208
Epoch: [13][200/500], Time: 1.10, Data: 0.04, lr_encoder: 0.008374, lr_decoder: 0.008374, Accuracy: 99.15, IOU: 0.045421 Loss: 0.020151
Epoch: [13][220/500], Time: 1.09, Data: 0.04, lr_encoder: 0.008334, lr_decoder: 0.008334, Accuracy: 99.17, IOU: 0.045815 Loss: 0.020307
Epoch: [13][240/500], Time: 1.10, Data: 0.04, lr_encoder: 0.008295, lr_decoder: 0.008295, Accuracy: 99.15, IOU: 0.046018 Loss: 0.020524
Epoch: [13][260/500], Time: 1.10, Data: 0.04, lr_encoder: 0.008255, lr_decoder: 0.008255, Accuracy: 99.15, IOU: 0.046792 Loss: 0.021583
Epoch: [13][280/500], Time: 1.09, Data: 0.04, lr_encoder: 0.008215, lr_decoder: 0.008215, Accuracy: 99.16, IOU: 0.045640 Loss: 0.021221
Epoch: [13][300/500], Time: 1.10, Data: 0.04, lr_encoder: 0.008176, lr_decoder: 0.008176, Accuracy: 99.15, IOU: 0.046574 Loss: 0.021568
Epoch: [13][320/500], Time: 1.09, Data: 0.04, lr_encoder: 0.008136, lr_decoder: 0.008136, Accuracy: 99.14, IOU: 0.045617 Loss: 0.021578
Epoch: [13][340/500], Time: 1.09, Data: 0.04, lr_encoder: 0.008096, lr_decoder: 0.008096, Accuracy: 99.14, IOU: 0.045739 Loss: 0.021377
Epoch: [13][360/500], Time: 1.09, Data: 0.04, lr_encoder: 0.008056, lr_decoder: 0.008056, Accuracy: 99.15, IOU: 0.046834 Loss: 0.021150
Epoch: [13][380/500], Time: 1.09, Data: 0.04, lr_encoder: 0.008016, lr_decoder: 0.008016, Accuracy: 99.16, IOU: 0.047410 Loss: 0.020994
Epoch: [13][400/500], Time: 1.09, Data: 0.04, lr_encoder: 0.007976, lr_decoder: 0.007976, Accuracy: 99.16, IOU: 0.047217 Loss: 0.020890
Epoch: [13][420/500], Time: 1.09, Data: 0.04, lr_encoder: 0.007937, lr_decoder: 0.007937, Accuracy: 99.17, IOU: 0.047932 Loss: 0.020635
Epoch: [13][440/500], Time: 1.09, Data: 0.04, lr_encoder: 0.007897, lr_decoder: 0.007897, Accuracy: 99.16, IOU: 0.048420 Loss: 0.021118
Epoch: [13][460/500], Time: 1.09, Data: 0.04, lr_encoder: 0.007857, lr_decoder: 0.007857, Accuracy: 99.15, IOU: 0.048072 Loss: 0.021091
Epoch: [13][480/500], Time: 1.09, Data: 0.04, lr_encoder: 0.007817, lr_decoder: 0.007817, Accuracy: 99.15, IOU: 0.048034 Loss: 0.021013
Saving checkpoints...
Epoch: [14][0/500], Time: 1.11, Data: 0.00, lr_encoder: 0.007777, lr_decoder: 0.007777, Accuracy: 99.71, IOU: 0.000000 Loss: 0.010181
Epoch: [14][20/500], Time: 1.05, Data: 0.04, lr_encoder: 0.007737, lr_decoder: 0.007737, Accuracy: 99.29, IOU: 0.059681 Loss: 0.020927
Epoch: [14][40/500], Time: 1.08, Data: 0.04, lr_encoder: 0.007697, lr_decoder: 0.007697, Accuracy: 99.09, IOU: 0.047770 Loss: 0.026185
Epoch: [14][60/500], Time: 1.07, Data: 0.04, lr_encoder: 0.007657, lr_decoder: 0.007657, Accuracy: 99.10, IOU: 0.045208 Loss: 0.023747
Epoch: [14][80/500], Time: 1.08, Data: 0.04, lr_encoder: 0.007617, lr_decoder: 0.007617, Accuracy: 99.17, IOU: 0.051092 Loss: 0.022203
Epoch: [14][100/500], Time: 1.08, Data: 0.04, lr_encoder: 0.007577, lr_decoder: 0.007577, Accuracy: 99.22, IOU: 0.050818 Loss: 0.021179
Epoch: [14][120/500], Time: 1.08, Data: 0.04, lr_encoder: 0.007537, lr_decoder: 0.007537, Accuracy: 99.21, IOU: 0.050749 Loss: 0.020483
Epoch: [14][140/500], Time: 1.08, Data: 0.04, lr_encoder: 0.007496, lr_decoder: 0.007496, Accuracy: 99.23, IOU: 0.047654 Loss: 0.019639
Epoch: [14][160/500], Time: 1.09, Data: 0.04, lr_encoder: 0.007456, lr_decoder: 0.007456, Accuracy: 99.25, IOU: 0.050823 Loss: 0.019233
Epoch: [14][180/500], Time: 1.09, Data: 0.04, lr_encoder: 0.007416, lr_decoder: 0.007416, Accuracy: 99.25, IOU: 0.050362 Loss: 0.019415
Epoch: [14][200/500], Time: 1.10, Data: 0.04, lr_encoder: 0.007376, lr_decoder: 0.007376, Accuracy: 99.26, IOU: 0.050060 Loss: 0.018784
Epoch: [14][220/500], Time: 1.11, Data: 0.04, lr_encoder: 0.007336, lr_decoder: 0.007336, Accuracy: 99.28, IOU: 0.050874 Loss: 0.018819
Epoch: [14][240/500], Time: 1.11, Data: 0.04, lr_encoder: 0.007295, lr_decoder: 0.007295, Accuracy: 99.26, IOU: 0.050384 Loss: 0.019041
Epoch: [14][260/500], Time: 1.10, Data: 0.04, lr_encoder: 0.007255, lr_decoder: 0.007255, Accuracy: 99.27, IOU: 0.050609 Loss: 0.018812
Epoch: [14][280/500], Time: 1.10, Data: 0.04, lr_encoder: 0.007215, lr_decoder: 0.007215, Accuracy: 99.27, IOU: 0.049781 Loss: 0.018745
Epoch: [14][300/500], Time: 1.10, Data: 0.04, lr_encoder: 0.007174, lr_decoder: 0.007174, Accuracy: 99.27, IOU: 0.049786 Loss: 0.018745
Epoch: [14][320/500], Time: 1.10, Data: 0.04, lr_encoder: 0.007134, lr_decoder: 0.007134, Accuracy: 99.28, IOU: 0.050634 Loss: 0.018556
Epoch: [14][340/500], Time: 1.10, Data: 0.04, lr_encoder: 0.007094, lr_decoder: 0.007094, Accuracy: 99.27, IOU: 0.051757 Loss: 0.018654
Epoch: [14][360/500], Time: 1.10, Data: 0.04, lr_encoder: 0.007053, lr_decoder: 0.007053, Accuracy: 99.27, IOU: 0.052620 Loss: 0.018445
Epoch: [14][380/500], Time: 1.10, Data: 0.04, lr_encoder: 0.007013, lr_decoder: 0.007013, Accuracy: 99.28, IOU: 0.054970 Loss: 0.018752
Epoch: [14][400/500], Time: 1.10, Data: 0.04, lr_encoder: 0.006972, lr_decoder: 0.006972, Accuracy: 99.25, IOU: 0.054065 Loss: 0.019057
Epoch: [14][420/500], Time: 1.09, Data: 0.04, lr_encoder: 0.006932, lr_decoder: 0.006932, Accuracy: 99.25, IOU: 0.053937 Loss: 0.019041
Epoch: [14][440/500], Time: 1.09, Data: 0.04, lr_encoder: 0.006891, lr_decoder: 0.006891, Accuracy: 99.25, IOU: 0.053715 Loss: 0.019038
Epoch: [14][460/500], Time: 1.09, Data: 0.04, lr_encoder: 0.006851, lr_decoder: 0.006851, Accuracy: 99.26, IOU: 0.053380 Loss: 0.018763
Epoch: [14][480/500], Time: 1.09, Data: 0.04, lr_encoder: 0.006810, lr_decoder: 0.006810, Accuracy: 99.26, IOU: 0.053240 Loss: 0.018766
Saving checkpoints...
Epoch: [15][0/500], Time: 0.68, Data: 0.00, lr_encoder: 0.006770, lr_decoder: 0.006770, Accuracy: 99.53, IOU: 0.050000 Loss: 0.006408
Epoch: [15][20/500], Time: 1.05, Data: 0.04, lr_encoder: 0.006729, lr_decoder: 0.006729, Accuracy: 99.43, IOU: 0.044597 Loss: 0.013442
Epoch: [15][40/500], Time: 1.07, Data: 0.04, lr_encoder: 0.006688, lr_decoder: 0.006688, Accuracy: 99.44, IOU: 0.052722 Loss: 0.012847
Epoch: [15][60/500], Time: 1.10, Data: 0.04, lr_encoder: 0.006648, lr_decoder: 0.006648, Accuracy: 99.39, IOU: 0.051311 Loss: 0.015785
Epoch: [15][80/500], Time: 1.11, Data: 0.04, lr_encoder: 0.006607, lr_decoder: 0.006607, Accuracy: 99.31, IOU: 0.050903 Loss: 0.016870
Epoch: [15][100/500], Time: 1.13, Data: 0.04, lr_encoder: 0.006566, lr_decoder: 0.006566, Accuracy: 99.25, IOU: 0.051988 Loss: 0.019691
Epoch: [15][120/500], Time: 1.11, Data: 0.04, lr_encoder: 0.006526, lr_decoder: 0.006526, Accuracy: 99.22, IOU: 0.052723 Loss: 0.019906
Epoch: [15][140/500], Time: 1.11, Data: 0.04, lr_encoder: 0.006485, lr_decoder: 0.006485, Accuracy: 99.23, IOU: 0.052726 Loss: 0.019137
Epoch: [15][160/500], Time: 1.11, Data: 0.04, lr_encoder: 0.006444, lr_decoder: 0.006444, Accuracy: 99.21, IOU: 0.049572 Loss: 0.019763
Epoch: [15][180/500], Time: 1.10, Data: 0.04, lr_encoder: 0.006403, lr_decoder: 0.006403, Accuracy: 99.20, IOU: 0.049936 Loss: 0.019681
Epoch: [15][200/500], Time: 1.11, Data: 0.04, lr_encoder: 0.006362, lr_decoder: 0.006362, Accuracy: 99.20, IOU: 0.049883 Loss: 0.020156
Epoch: [15][220/500], Time: 1.10, Data: 0.04, lr_encoder: 0.006321, lr_decoder: 0.006321, Accuracy: 99.20, IOU: 0.047917 Loss: 0.020019
Epoch: [15][240/500], Time: 1.10, Data: 0.04, lr_encoder: 0.006280, lr_decoder: 0.006280, Accuracy: 99.20, IOU: 0.047053 Loss: 0.019648
Epoch: [15][260/500], Time: 1.10, Data: 0.04, lr_encoder: 0.006239, lr_decoder: 0.006239, Accuracy: 99.19, IOU: 0.047206 Loss: 0.019484
Epoch: [15][280/500], Time: 1.10, Data: 0.04, lr_encoder: 0.006198, lr_decoder: 0.006198, Accuracy: 99.21, IOU: 0.049122 Loss: 0.019108
Epoch: [15][300/500], Time: 1.10, Data: 0.04, lr_encoder: 0.006157, lr_decoder: 0.006157, Accuracy: 99.21, IOU: 0.048801 Loss: 0.019145
Epoch: [15][320/500], Time: 1.10, Data: 0.04, lr_encoder: 0.006116, lr_decoder: 0.006116, Accuracy: 99.22, IOU: 0.049446 Loss: 0.019360
Epoch: [15][340/500], Time: 1.09, Data: 0.04, lr_encoder: 0.006075, lr_decoder: 0.006075, Accuracy: 99.22, IOU: 0.050492 Loss: 0.019061
Epoch: [15][360/500], Time: 1.10, Data: 0.04, lr_encoder: 0.006034, lr_decoder: 0.006034, Accuracy: 99.22, IOU: 0.049980 Loss: 0.019071
Epoch: [15][380/500], Time: 1.10, Data: 0.04, lr_encoder: 0.005993, lr_decoder: 0.005993, Accuracy: 99.23, IOU: 0.050345 Loss: 0.019137
Epoch: [15][400/500], Time: 1.10, Data: 0.04, lr_encoder: 0.005952, lr_decoder: 0.005952, Accuracy: 99.23, IOU: 0.051444 Loss: 0.018989
Epoch: [15][420/500], Time: 1.10, Data: 0.04, lr_encoder: 0.005911, lr_decoder: 0.005911, Accuracy: 99.23, IOU: 0.050552 Loss: 0.018934
Epoch: [15][440/500], Time: 1.10, Data: 0.04, lr_encoder: 0.005869, lr_decoder: 0.005869, Accuracy: 99.24, IOU: 0.051474 Loss: 0.018639
Epoch: [15][460/500], Time: 1.10, Data: 0.04, lr_encoder: 0.005828, lr_decoder: 0.005828, Accuracy: 99.24, IOU: 0.051403 Loss: 0.018558
Epoch: [15][480/500], Time: 1.10, Data: 0.04, lr_encoder: 0.005787, lr_decoder: 0.005787, Accuracy: 99.25, IOU: 0.051821 Loss: 0.018276
Saving checkpoints...
Epoch: [16][0/500], Time: 1.12, Data: 0.00, lr_encoder: 0.005746, lr_decoder: 0.005746, Accuracy: 99.50, IOU: 0.073427 Loss: 0.005994
Epoch: [16][20/500], Time: 1.06, Data: 0.04, lr_encoder: 0.005704, lr_decoder: 0.005704, Accuracy: 98.54, IOU: 0.025733 Loss: 0.035254
Epoch: [16][40/500], Time: 1.07, Data: 0.04, lr_encoder: 0.005663, lr_decoder: 0.005663, Accuracy: 98.61, IOU: 0.035030 Loss: 0.032989
Epoch: [16][60/500], Time: 1.07, Data: 0.04, lr_encoder: 0.005621, lr_decoder: 0.005621, Accuracy: 98.80, IOU: 0.035169 Loss: 0.027733
Epoch: [16][80/500], Time: 1.07, Data: 0.04, lr_encoder: 0.005580, lr_decoder: 0.005580, Accuracy: 98.89, IOU: 0.036026 Loss: 0.025305
Epoch: [16][100/500], Time: 1.07, Data: 0.04, lr_encoder: 0.005538, lr_decoder: 0.005538, Accuracy: 98.98, IOU: 0.043591 Loss: 0.023565
Epoch: [16][120/500], Time: 1.08, Data: 0.04, lr_encoder: 0.005497, lr_decoder: 0.005497, Accuracy: 99.05, IOU: 0.047174 Loss: 0.022020
Epoch: [16][140/500], Time: 1.09, Data: 0.04, lr_encoder: 0.005455, lr_decoder: 0.005455, Accuracy: 99.10, IOU: 0.046922 Loss: 0.021085
Epoch: [16][160/500], Time: 1.08, Data: 0.04, lr_encoder: 0.005414, lr_decoder: 0.005414, Accuracy: 99.11, IOU: 0.046052 Loss: 0.022202
Epoch: [16][180/500], Time: 1.08, Data: 0.04, lr_encoder: 0.005372, lr_decoder: 0.005372, Accuracy: 99.09, IOU: 0.044441 Loss: 0.022070
Epoch: [16][200/500], Time: 1.09, Data: 0.04, lr_encoder: 0.005330, lr_decoder: 0.005330, Accuracy: 99.11, IOU: 0.044508 Loss: 0.021352
Epoch: [16][220/500], Time: 1.09, Data: 0.04, lr_encoder: 0.005289, lr_decoder: 0.005289, Accuracy: 99.12, IOU: 0.045649 Loss: 0.021281
Epoch: [16][240/500], Time: 1.09, Data: 0.04, lr_encoder: 0.005247, lr_decoder: 0.005247, Accuracy: 99.14, IOU: 0.044921 Loss: 0.020911
Epoch: [16][260/500], Time: 1.09, Data: 0.04, lr_encoder: 0.005205, lr_decoder: 0.005205, Accuracy: 99.15, IOU: 0.044903 Loss: 0.020522
Epoch: [16][280/500], Time: 1.09, Data: 0.04, lr_encoder: 0.005163, lr_decoder: 0.005163, Accuracy: 99.16, IOU: 0.045536 Loss: 0.020341
Epoch: [16][300/500], Time: 1.10, Data: 0.04, lr_encoder: 0.005121, lr_decoder: 0.005121, Accuracy: 99.18, IOU: 0.044634 Loss: 0.020199
Epoch: [16][320/500], Time: 1.10, Data: 0.04, lr_encoder: 0.005079, lr_decoder: 0.005079, Accuracy: 99.19, IOU: 0.045040 Loss: 0.019869
Epoch: [16][340/500], Time: 1.10, Data: 0.04, lr_encoder: 0.005038, lr_decoder: 0.005038, Accuracy: 99.19, IOU: 0.045207 Loss: 0.020263
Epoch: [16][360/500], Time: 1.10, Data: 0.04, lr_encoder: 0.004996, lr_decoder: 0.004996, Accuracy: 99.19, IOU: 0.045504 Loss: 0.020200
Epoch: [16][380/500], Time: 1.10, Data: 0.04, lr_encoder: 0.004954, lr_decoder: 0.004954, Accuracy: 99.20, IOU: 0.045919 Loss: 0.019963
Epoch: [16][400/500], Time: 1.10, Data: 0.04, lr_encoder: 0.004911, lr_decoder: 0.004911, Accuracy: 99.20, IOU: 0.047245 Loss: 0.019755
Epoch: [16][420/500], Time: 1.11, Data: 0.04, lr_encoder: 0.004869, lr_decoder: 0.004869, Accuracy: 99.20, IOU: 0.048092 Loss: 0.019584
Epoch: [16][440/500], Time: 1.11, Data: 0.04, lr_encoder: 0.004827, lr_decoder: 0.004827, Accuracy: 99.21, IOU: 0.049305 Loss: 0.019466
Epoch: [16][460/500], Time: 1.11, Data: 0.04, lr_encoder: 0.004785, lr_decoder: 0.004785, Accuracy: 99.22, IOU: 0.049375 Loss: 0.019053
Epoch: [16][480/500], Time: 1.11, Data: 0.04, lr_encoder: 0.004743, lr_decoder: 0.004743, Accuracy: 99.23, IOU: 0.049849 Loss: 0.018933
Saving checkpoints...
Epoch: [17][0/500], Time: 0.68, Data: 0.00, lr_encoder: 0.004701, lr_decoder: 0.004701, Accuracy: 99.61, IOU: 0.030864 Loss: 0.008971
Epoch: [17][20/500], Time: 1.12, Data: 0.04, lr_encoder: 0.004658, lr_decoder: 0.004658, Accuracy: 99.22, IOU: 0.059998 Loss: 0.017764
Epoch: [17][40/500], Time: 1.10, Data: 0.04, lr_encoder: 0.004616, lr_decoder: 0.004616, Accuracy: 99.35, IOU: 0.050181 Loss: 0.015537
Epoch: [17][60/500], Time: 1.10, Data: 0.04, lr_encoder: 0.004574, lr_decoder: 0.004574, Accuracy: 99.35, IOU: 0.046421 Loss: 0.016315
Epoch: [17][80/500], Time: 1.10, Data: 0.04, lr_encoder: 0.004531, lr_decoder: 0.004531, Accuracy: 99.34, IOU: 0.047001 Loss: 0.016031
Epoch: [17][100/500], Time: 1.09, Data: 0.04, lr_encoder: 0.004489, lr_decoder: 0.004489, Accuracy: 99.34, IOU: 0.047586 Loss: 0.015900
Epoch: [17][120/500], Time: 1.09, Data: 0.04, lr_encoder: 0.004446, lr_decoder: 0.004446, Accuracy: 99.32, IOU: 0.049080 Loss: 0.016890
Epoch: [17][140/500], Time: 1.10, Data: 0.04, lr_encoder: 0.004404, lr_decoder: 0.004404, Accuracy: 99.31, IOU: 0.050090 Loss: 0.016903
Epoch: [17][160/500], Time: 1.09, Data: 0.04, lr_encoder: 0.004361, lr_decoder: 0.004361, Accuracy: 99.30, IOU: 0.051569 Loss: 0.016767
Epoch: [17][180/500], Time: 1.08, Data: 0.04, lr_encoder: 0.004318, lr_decoder: 0.004318, Accuracy: 99.30, IOU: 0.050761 Loss: 0.016574
Epoch: [17][200/500], Time: 1.07, Data: 0.04, lr_encoder: 0.004276, lr_decoder: 0.004276, Accuracy: 99.31, IOU: 0.049344 Loss: 0.016442
Epoch: [17][220/500], Time: 1.07, Data: 0.04, lr_encoder: 0.004233, lr_decoder: 0.004233, Accuracy: 99.32, IOU: 0.050230 Loss: 0.016182
Epoch: [17][240/500], Time: 1.07, Data: 0.04, lr_encoder: 0.004190, lr_decoder: 0.004190, Accuracy: 99.33, IOU: 0.052593 Loss: 0.016411
Epoch: [17][260/500], Time: 1.07, Data: 0.04, lr_encoder: 0.004147, lr_decoder: 0.004147, Accuracy: 99.32, IOU: 0.052638 Loss: 0.016502
Epoch: [17][280/500], Time: 1.07, Data: 0.04, lr_encoder: 0.004104, lr_decoder: 0.004104, Accuracy: 99.33, IOU: 0.052534 Loss: 0.016406
Epoch: [17][300/500], Time: 1.07, Data: 0.04, lr_encoder: 0.004061, lr_decoder: 0.004061, Accuracy: 99.32, IOU: 0.052841 Loss: 0.016288
Epoch: [17][320/500], Time: 1.06, Data: 0.04, lr_encoder: 0.004018, lr_decoder: 0.004018, Accuracy: 99.32, IOU: 0.052989 Loss: 0.016575
Epoch: [17][340/500], Time: 1.07, Data: 0.04, lr_encoder: 0.003975, lr_decoder: 0.003975, Accuracy: 99.33, IOU: 0.052966 Loss: 0.016426
Epoch: [17][360/500], Time: 1.07, Data: 0.04, lr_encoder: 0.003932, lr_decoder: 0.003932, Accuracy: 99.33, IOU: 0.053763 Loss: 0.016237
Epoch: [17][380/500], Time: 1.07, Data: 0.04, lr_encoder: 0.003889, lr_decoder: 0.003889, Accuracy: 99.33, IOU: 0.053718 Loss: 0.016306
Epoch: [17][400/500], Time: 1.07, Data: 0.04, lr_encoder: 0.003846, lr_decoder: 0.003846, Accuracy: 99.33, IOU: 0.055118 Loss: 0.016240
Epoch: [17][420/500], Time: 1.07, Data: 0.04, lr_encoder: 0.003802, lr_decoder: 0.003802, Accuracy: 99.33, IOU: 0.055322 Loss: 0.016110
Epoch: [17][440/500], Time: 1.07, Data: 0.04, lr_encoder: 0.003759, lr_decoder: 0.003759, Accuracy: 99.34, IOU: 0.055743 Loss: 0.015926
Epoch: [17][460/500], Time: 1.08, Data: 0.04, lr_encoder: 0.003716, lr_decoder: 0.003716, Accuracy: 99.34, IOU: 0.056692 Loss: 0.016067
Epoch: [17][480/500], Time: 1.07, Data: 0.04, lr_encoder: 0.003672, lr_decoder: 0.003672, Accuracy: 99.34, IOU: 0.056080 Loss: 0.016047
Saving checkpoints...
Epoch: [18][0/500], Time: 0.91, Data: 0.00, lr_encoder: 0.003629, lr_decoder: 0.003629, Accuracy: 99.64, IOU: 0.000000 Loss: 0.009395
Epoch: [18][20/500], Time: 1.12, Data: 0.04, lr_encoder: 0.003585, lr_decoder: 0.003585, Accuracy: 99.44, IOU: 0.055953 Loss: 0.019188
Epoch: [18][40/500], Time: 1.07, Data: 0.04, lr_encoder: 0.003542, lr_decoder: 0.003542, Accuracy: 99.33, IOU: 0.062898 Loss: 0.017638
Epoch: [18][60/500], Time: 1.09, Data: 0.04, lr_encoder: 0.003498, lr_decoder: 0.003498, Accuracy: 99.33, IOU: 0.057596 Loss: 0.016320
Epoch: [18][80/500], Time: 1.07, Data: 0.04, lr_encoder: 0.003454, lr_decoder: 0.003454, Accuracy: 99.33, IOU: 0.059941 Loss: 0.018015
Epoch: [18][100/500], Time: 1.05, Data: 0.04, lr_encoder: 0.003411, lr_decoder: 0.003411, Accuracy: 99.34, IOU: 0.057128 Loss: 0.017116
Epoch: [18][120/500], Time: 1.08, Data: 0.04, lr_encoder: 0.003367, lr_decoder: 0.003367, Accuracy: 99.36, IOU: 0.058186 Loss: 0.016220
Epoch: [18][140/500], Time: 1.08, Data: 0.04, lr_encoder: 0.003323, lr_decoder: 0.003323, Accuracy: 99.37, IOU: 0.057588 Loss: 0.015665
Epoch: [18][160/500], Time: 1.08, Data: 0.04, lr_encoder: 0.003279, lr_decoder: 0.003279, Accuracy: 99.37, IOU: 0.061269 Loss: 0.015744
Epoch: [18][180/500], Time: 1.08, Data: 0.04, lr_encoder: 0.003235, lr_decoder: 0.003235, Accuracy: 99.37, IOU: 0.061215 Loss: 0.015363
Epoch: [18][200/500], Time: 1.07, Data: 0.04, lr_encoder: 0.003191, lr_decoder: 0.003191, Accuracy: 99.38, IOU: 0.062800 Loss: 0.015208
Epoch: [18][220/500], Time: 1.07, Data: 0.04, lr_encoder: 0.003146, lr_decoder: 0.003146, Accuracy: 99.37, IOU: 0.062080 Loss: 0.015556
Epoch: [18][240/500], Time: 1.07, Data: 0.04, lr_encoder: 0.003102, lr_decoder: 0.003102, Accuracy: 99.37, IOU: 0.060738 Loss: 0.015993
Epoch: [18][260/500], Time: 1.07, Data: 0.04, lr_encoder: 0.003058, lr_decoder: 0.003058, Accuracy: 99.35, IOU: 0.060364 Loss: 0.016074
Epoch: [18][280/500], Time: 1.06, Data: 0.04, lr_encoder: 0.003014, lr_decoder: 0.003014, Accuracy: 99.34, IOU: 0.060133 Loss: 0.016425
Epoch: [18][300/500], Time: 1.06, Data: 0.04, lr_encoder: 0.002969, lr_decoder: 0.002969, Accuracy: 99.34, IOU: 0.058950 Loss: 0.016354
Epoch: [18][320/500], Time: 1.06, Data: 0.04, lr_encoder: 0.002925, lr_decoder: 0.002925, Accuracy: 99.34, IOU: 0.058361 Loss: 0.016408
Epoch: [18][340/500], Time: 1.06, Data: 0.04, lr_encoder: 0.002880, lr_decoder: 0.002880, Accuracy: 99.34, IOU: 0.057318 Loss: 0.016395
Epoch: [18][360/500], Time: 1.07, Data: 0.04, lr_encoder: 0.002835, lr_decoder: 0.002835, Accuracy: 99.35, IOU: 0.057557 Loss: 0.016255
Epoch: [18][380/500], Time: 1.07, Data: 0.04, lr_encoder: 0.002790, lr_decoder: 0.002790, Accuracy: 99.35, IOU: 0.057774 Loss: 0.016193
Epoch: [18][400/500], Time: 1.07, Data: 0.04, lr_encoder: 0.002746, lr_decoder: 0.002746, Accuracy: 99.35, IOU: 0.057610 Loss: 0.016170
Epoch: [18][420/500], Time: 1.07, Data: 0.04, lr_encoder: 0.002701, lr_decoder: 0.002701, Accuracy: 99.35, IOU: 0.057315 Loss: 0.016076
Epoch: [18][440/500], Time: 1.07, Data: 0.04, lr_encoder: 0.002656, lr_decoder: 0.002656, Accuracy: 99.36, IOU: 0.058016 Loss: 0.016158
Epoch: [18][460/500], Time: 1.07, Data: 0.04, lr_encoder: 0.002611, lr_decoder: 0.002611, Accuracy: 99.35, IOU: 0.057818 Loss: 0.016080
Epoch: [18][480/500], Time: 1.07, Data: 0.04, lr_encoder: 0.002565, lr_decoder: 0.002565, Accuracy: 99.36, IOU: 0.057960 Loss: 0.015883
Saving checkpoints...
Epoch: [19][0/500], Time: 0.68, Data: 0.00, lr_encoder: 0.002520, lr_decoder: 0.002520, Accuracy: 99.64, IOU: 0.291778 Loss: 0.005186
Epoch: [19][20/500], Time: 0.99, Data: 0.04, lr_encoder: 0.002475, lr_decoder: 0.002475, Accuracy: 99.53, IOU: 0.074081 Loss: 0.011940
Epoch: [19][40/500], Time: 1.07, Data: 0.04, lr_encoder: 0.002429, lr_decoder: 0.002429, Accuracy: 99.50, IOU: 0.069367 Loss: 0.013277
Epoch: [19][60/500], Time: 1.09, Data: 0.04, lr_encoder: 0.002384, lr_decoder: 0.002384, Accuracy: 99.40, IOU: 0.067787 Loss: 0.014557
Epoch: [19][80/500], Time: 1.09, Data: 0.04, lr_encoder: 0.002338, lr_decoder: 0.002338, Accuracy: 99.41, IOU: 0.066201 Loss: 0.014028
Epoch: [19][100/500], Time: 1.08, Data: 0.04, lr_encoder: 0.002292, lr_decoder: 0.002292, Accuracy: 99.41, IOU: 0.067846 Loss: 0.013999
Epoch: [19][120/500], Time: 1.09, Data: 0.04, lr_encoder: 0.002247, lr_decoder: 0.002247, Accuracy: 99.43, IOU: 0.067985 Loss: 0.013657
Epoch: [19][140/500], Time: 1.08, Data: 0.04, lr_encoder: 0.002201, lr_decoder: 0.002201, Accuracy: 99.44, IOU: 0.068448 Loss: 0.013852
Epoch: [19][160/500], Time: 1.08, Data: 0.04, lr_encoder: 0.002154, lr_decoder: 0.002154, Accuracy: 99.44, IOU: 0.069674 Loss: 0.013879
Epoch: [19][180/500], Time: 1.08, Data: 0.04, lr_encoder: 0.002108, lr_decoder: 0.002108, Accuracy: 99.44, IOU: 0.070069 Loss: 0.013720
Epoch: [19][200/500], Time: 1.07, Data: 0.04, lr_encoder: 0.002062, lr_decoder: 0.002062, Accuracy: 99.44, IOU: 0.071053 Loss: 0.013477
Epoch: [19][220/500], Time: 1.08, Data: 0.04, lr_encoder: 0.002016, lr_decoder: 0.002016, Accuracy: 99.44, IOU: 0.069699 Loss: 0.013419
Epoch: [19][240/500], Time: 1.08, Data: 0.04, lr_encoder: 0.001969, lr_decoder: 0.001969, Accuracy: 99.44, IOU: 0.068923 Loss: 0.013560
Epoch: [19][260/500], Time: 1.08, Data: 0.04, lr_encoder: 0.001923, lr_decoder: 0.001923, Accuracy: 99.44, IOU: 0.069943 Loss: 0.013466
Epoch: [19][280/500], Time: 1.09, Data: 0.04, lr_encoder: 0.001876, lr_decoder: 0.001876, Accuracy: 99.45, IOU: 0.070437 Loss: 0.013131
